Cash,AccountsReceivable,TotalCurrentAssets,OtherCurrentAssets,TotalAssets,AccountsPayable,OperatingRevenue,OperatingCost,SellingExpenses,OperatingProfit,TotalProfit,IncomeTax,NetProfit,Variance
-0.18143164467677228,-0.270187739945378,-0.18607313242135118,-0.08517526245816572,-0.19137742982976733,-0.1389076069206215,-0.1299670715804213,-0.11847678543121042,-0.12237720029600326,-0.12976857223640773,-0.1315358199878292,-0.1541828309129282,-0.12633946472124188,0.0079456299570606
-0.011584879865696633,-0.06618782651183006,-0.07626816966242646,-0.0746519710312066,-0.10217574096948301,-0.12169130405779761,-0.04193031526449458,-0.03358841963680147,-0.04763466817151285,-0.06345274109759258,-0.05647740046811854,-0.08442974485891279,-0.05117113227333459,0.0247913312171742
-0.17928807745833042,-0.2404718075696173,-0.13375469478979882,-0.08294784581147087,-0.15302317301637414,-0.12899130769433348,-0.11584658421261043,-0.11570980664869594,-0.06819396047784763,-0.06089815541242853,-0.0639846601873731,-0.12819797427019508,-0.05242121214301801,0.0302733832410909
-0.19604086576235788,-0.1294989570233854,-0.13148504180067683,-0.0838515429433908,-0.1163674791945275,-0.12678484925574193,-0.08179493628195078,-0.06543067169371991,-0.12719660485889742,-0.1496771076801017,-0.1528235975572058,-0.16958465783969642,-0.14840485132179937,0.005830089673356
-0.2033147831794659,-0.28116237107482034,-0.19020395934986103,-0.0851408338355123,-0.18485648309958946,-0.13606691671018128,-0.1376098252878614,-0.12492422470343903,-0.13096028643987806,-0.1618721610846168,-0.15471754732311124,-0.1849830594717587,-0.14797801823403736,0.0156793434139696
-0.014776413925981259,-0.21782968207753403,-0.09561611121331387,-0.08599569211567011,-0.11220021214113389,-0.10570300779626322,-0.08645592295388142,-0.08248566080485384,0.017327108479528168,-0.10536473159976792,-0.10108935233832075,-0.07048408815834947,-0.10528762694760724,0.0099981070606287
0.008737991860934217,-0.27626889286342365,-0.10482203036832731,-0.08402648128022139,-0.14116853567325402,-0.11693514682843846,-0.13208982919494727,-0.12213863175831675,-0.1381854477398587,-0.1143448046561149,-0.11688249699824733,-0.1256482702947432,-0.11420608389155892,0.0063983974781515
-0.15702425776630138,-0.11211036667095779,-0.13756684768382965,-0.08524059424322103,-0.13672119431599797,-0.12194300705091604,-0.13552528162923222,-0.12768382241539497,-0.12861490355827093,-0.11347980397203371,-0.11090866835338001,-0.12001152551525346,-0.10823801650563815,0.0238798066208787
-0.15869595953968826,-0.16718174302494504,-0.1112846762147802,-0.08091690495475488,-0.07445298927313693,-0.09351009635219666,-0.13564347910852986,-0.12060168572786208,-0.14248909476256683,-0.3149671831161529,-0.32637746096189846,0.15706839121814603,-0.4053429776245988,0.0107222691722727
-0.18002993120886615,-0.1715374759826843,-0.1494818143568594,-0.08586652213568548,-0.1656011957328842,-0.12546107429046413,-0.09767643736647748,-0.0812854718020256,-0.1318408646752574,-0.14173574362216632,-0.1434335996821119,-0.15728723741742776,-0.13960951583266556,0.1471967118082651
0.38638917661870403,3.2984892113471296,1.2320993479403406,0.296949055971802,1.53958944057749,2.237084491018064,1.4962624318037394,1.4818538143108826,2.0395689620596684,-0.17883111189573633,-0.14430366598793393,-0.5903187999727499,-0.06684316810181919,0.0113976364397196
-0.06938712720116637,-0.2577927698680227,-0.10275574105211387,-0.07368131689627509,-0.09529301386892224,-0.10474639794270256,-0.10072753482325311,-0.09503859767296516,-0.1459448639048165,-0.06715950920082726,-0.07056517347713404,-0.0485303964571112,-0.07362617650797056,0.0038814181229924
-0.19091703959801293,-0.08920553733382741,-0.14749195156212513,-0.08183230605774479,-0.15320537044865806,-0.12603116565455796,-0.12310849125812875,-0.11692814140264587,-0.11252298505949287,-0.11288537073260732,-0.11536910252818489,-0.10178007549076552,-0.11651727775725,0.0096776692690606
0.04488598807632309,-0.04294258127997489,-0.05461584947108899,-0.06793424208515071,-0.10959663768711046,-0.08746196628999217,-0.09856184713443732,-0.09968459302477155,0.051483133186469396,-0.0986580733451909,-0.09957830234956792,-0.14613525639520458,-0.0906464590888044,0.016878297746
0.1545317970396003,-0.21165450079263146,-0.0722237123211691,-0.08358612550387379,-0.06442890804735171,-0.12408728469587525,-0.13460872591308007,-0.12482632959862462,-0.1404855226225637,-0.13284392427523778,-0.1285845282890335,-0.13418901306561273,-0.12632292079686558,0.0289378954612424
-0.20230505542510704,-0.23151768048615368,-0.1875077040530176,-0.08590494518249474,-0.178170146391309,-0.1427285717889316,-0.14319903755478702,-0.13175373531848766,-0.12661822896872174,-0.14586021281707004,-0.14729206510137052,-0.15948073259492346,-0.14371082750003739,0.0117478913733333
