Cash,AccountsReceivable,TotalCurrentAssets,OtherCurrentAssets,TotalAssets,AccountsPayable,OperatingRevenue,OperatingCost,SellingExpenses,OperatingProfit,TotalProfit,IncomeTax,NetProfit,Variance
-0.16918402324153398,0.05038066497599528,-0.11527671135555419,-0.0848081102983824,-0.13240116539561048,-0.09734965517353841,-0.12825088454347092,-0.12159506988440505,-0.13561606123765615,-0.27188446641448455,-0.2735551176550655,-0.18226594883898212,-0.2862677759546494,0.0139530974211136
-0.12335771091048266,-0.18430834899690743,-0.14193103570414758,-0.08596837558154767,-0.147228926652183,-0.11326788217860556,-0.13001648131817542,-0.12330956153961817,-0.11272679787488075,-0.11456633289089696,-0.10934406566632592,-0.130518117359106,-0.10463339851036031,0.0337918671954242
-0.09651991713415338,0.18428986344654852,-0.08242729375603752,-0.06870572764615253,-0.10097301052344389,-0.06669292753143057,-0.06692458624052001,-0.06913414700673869,-0.13726531647526102,0.07874299314400955,0.11729934559665407,-0.1130929905801661,0.1552570676646992,0.0118592386244469
-0.1482924235811711,-0.12375751509430676,-0.11020884158234981,0.011755249302521508,-0.13490152922331103,-0.11341290016900005,-0.10393287459976587,-0.09717907059399819,-0.10700249238417188,-0.06144693205578648,-0.06253045449926897,-0.057592593114316276,-0.06276365158529638,0.0038207199914242
-0.17951036958203215,0.010276524244799974,-0.1185653810681816,-0.08205505979427667,-0.13610628498636768,-0.11490709693020872,-0.12816664532211325,-0.12063518965073514,-0.10286368125117373,-0.13880295693680633,-0.12636828469532416,-0.14056636831767252,-0.12266603166193613,0.0127102860832954
-0.13191084693845537,-0.21498287974928584,-0.1538374332961475,-0.08599569211567011,-0.16725725202674802,-0.13404681408313918,-0.1352283634594325,-0.12754539853897442,-0.13203062989936473,-0.10115752583123633,-0.10352886552564287,-0.12338551008323521,-0.0991041567897668,0.0291992494741944
-0.16137049981469787,-0.1877197483812338,-0.12545445184416365,-0.03568685201112011,-0.13016971661581042,-0.13516787866698818,-0.09966487413421493,-0.08620814446839084,-0.14796597305292425,-0.11908705927144538,-0.12170356933100875,-0.15580158770172575,-0.11466031357289196,0.0289292044530606
-0.12761858052070135,-0.19415583576730167,-0.1507351892868968,-0.08396027923556691,-0.1560495692894497,-0.1272881483420351,-0.12270735879303665,-0.11244438886871415,-0.1420929087876458,-0.12086607089217645,-0.12299645378634001,-0.13967119118416746,-0.11890792071507948,0.0432417183239015
-0.04099872624561844,0.12209250430620448,-0.03173949042010129,-0.05900120143432489,-0.05087665968451516,0.10600649816058622,-0.038644353633219705,-0.0366534532386829,-0.13754400787271964,0.05930957719640734,0.053683789511553184,-0.1293254978513971,0.08424179163493652,0.0668943735799285
-0.03407417340973108,0.04471278871550813,-0.07909831000813826,-0.08375305308600264,-0.10113931069018174,-0.11047355284012776,-0.10458725699510864,-0.10451565543731585,-0.08138482682791384,-0.06894501739375113,-0.06877925549883793,-0.09607509849552814,-0.06345470832410513,0.007738182999659
-0.08266788943219097,-0.22117666032530375,-0.01809218433155259,-0.03804379103832354,-0.08765724716998143,-0.14218674413650648,-0.07757176181198695,-0.06528776207182273,-0.08567580696095835,-0.12670984140609695,-0.12933427900630773,-0.08246383230276563,-0.13600487743535628,0.0065443771844545
-0.012131639763993708,0.09743759074395726,0.003015406783937764,-0.024242275608878837,-0.05108503473457659,-0.08170618536837931,-0.0679384957502836,-0.08296385527591699,-0.094657265066133,0.20947891861748855,0.22530039728403034,0.20305437096685894,0.22665388520752527,0.0059868389983636
-0.08634399802587867,0.05331848673966125,-0.09310917630890739,-0.07618251930808087,-0.02819008994423131,-0.09989203602005987,-0.10800920991034459,-0.10584304390385275,-0.10502772942049501,-0.037529864433189654,-0.04022108179038157,-0.061930535354867554,-0.03615036933995849,0.0142674215752857
-0.13189133598913585,-0.238573823124878,-0.1632332799353213,-0.0805915928325792,-0.17812398555048467,-0.11714944511842985,-0.12436584852438158,-0.11554232499239403,-0.1156259095590023,-0.11303412604544677,-0.10882048470340722,-0.12449987532017376,-0.10505147947950537,0.0405690352322192
-0.13423365775081555,-0.06666683389227804,-0.12590517457540232,-0.08429021015800367,-0.11583264183318352,-0.12581639188030713,-0.10029097589563594,-0.1122816412454959,0.15667341969397905,-0.11771467160283898,-0.12326837956684882,-0.0987986740894258,-0.1261867351843913,0.0270713644999015
-0.1312522931785579,-0.048384561610037985,-0.0499366121640874,-0.07634872881133134,-0.04612611819295845,-0.05721010120519476,-0.03528407949936421,-0.03539143117630925,-0.08673904938224489,-0.11291719480974098,-0.12300156668519174,-0.13990840999060444,-0.11887343572415658,0.010210311431356
0.05537203164047728,0.318296410159024,0.10616461408750223,-0.046514337891605154,0.06307183701293918,0.13996082443740715,0.022505546743595516,0.009204122699120559,0.1759181201847948,-0.08983290729383094,-0.09320082673143296,-0.10328033106353136,-0.09055109432429473,0.0072086798113333
-0.14083724014662724,-0.06993815742000928,-0.07705455094675867,-0.0715264832189305,-0.09257990967087727,-0.09779005855756182,-0.10946960517877782,-0.10811803435374116,-0.11301981781964196,-0.06668042790354196,-0.07012648220904595,-0.10848519953200181,-0.06290290612439,0.0176137668454772
-0.16854863862605787,-0.20447521479531405,-0.15960108825936298,-0.05448250748468102,-0.14666837589433018,-0.12049375212954082,-0.13613744728864266,-0.12099502329181033,-0.14505904936969757,-0.3182249543303314,-0.31905749550037105,-0.2236386252746384,-0.3319924134416722,0.0056566863783863
-0.12849819557333694,-0.2988350825260713,-0.16476954627139223,-0.025641420634911427,-0.17776486028298535,-0.1377000498059203,-0.14189193934531522,-0.13271866798537,-0.1373706456404386,-0.10377202582046272,-0.10630663424879015,-0.13120072935053922,-0.10099431394421216,0.021752401365356
-0.19374181330297904,-0.08163116919805208,-0.1560656780526161,-0.08433755572756095,-0.14491544055856176,-0.12002591049413952,-0.1362896048503558,-0.1262586307792432,-0.1295181935223537,-0.14215837981194568,-0.14388472165647032,-0.15743486131926715,-0.14010757278273356,0.0318362429428999
-0.11755680722046798,-0.17800011797366333,-0.14403696763009624,-0.08223841656663788,-0.1405772478902011,-0.11743944245244589,-0.10302239737999346,-0.09852196513798203,-0.1295907780477662,-0.062241460994153085,-0.06543626544319336,-0.07569054256674818,-0.063050445805537,0.0156611493995454
-0.027299272871548014,-0.1966895023000832,-0.09571198771586432,0.05213773242358323,-0.12319207066815631,-0.1212336755452819,-0.13536170624348035,-0.12758564651957693,-0.13626633529856289,-0.09940244630179475,-0.10049644358499664,-0.1190365440378293,-0.0963281104654498,0.0275432301806287
0.018775033689020407,0.11765232099258319,-0.05186164849963125,-0.07918281774868162,-0.09576872072630446,-0.09143408397220416,-0.11843353466472657,-0.11807335079379133,-0.06327977597824881,-0.14185111687436341,-0.14536163491298362,-0.23311484770224844,-0.12892691057350147,0.0372704860318409
-0.04208990607607881,-0.20612458874752032,-0.13209479339529637,-0.08125319050677514,-0.15521180770199372,-0.11742266625565266,-0.11869185043726184,-0.10962431365810664,-0.10586900698350664,-0.10835576005186735,-0.10879719709980694,-0.13569798816662024,-0.10311665193899378,0.0161481921362651
-0.17115237663787272,-0.26730201286607697,-0.1773241048941271,-0.08570205108077902,-0.1868671588341785,-0.14299068390933214,-0.14588834548432106,-0.13309742488015122,-0.1463271483235324,-0.15444403926792852,-0.1557237867276853,-0.17363962965816276,-0.1510776228569849,0.0147244215840833
-0.17901576593002705,-0.3012857709487715,-0.19070599907488922,-0.08518179747201662,-0.19324657356744868,-0.1435014988863758,-0.149589874777455,-0.13710322752305779,-0.13981696634103852,-0.18389263607737713,-0.18432292753102833,-0.1841045209338285,-0.18246377297160243,0.0652383896383863
-0.1699738902776031,-0.041817768622356026,-0.12017661987704109,-0.04962885785045479,-0.12800083741579735,-0.0868645240498331,-0.12496256688272857,-0.11338566631837153,-0.11901929510862283,-0.14991762213169102,-0.1458241114423306,-0.1658504892677936,-0.14092309349354695,0.0435559566347111
-0.1820344856198951,-0.30295319298417417,-0.1310735711276783,-0.08439482180921697,-0.14699483751666242,-0.13356596550313865,-0.11045145777620484,-0.10953813470421221,-0.025336191709284885,-0.031058258207605705,-0.03509332156527351,0.038493946856018535,-0.047312520590211724,0.4662581390885
-0.16339555658705965,-0.27063508041078266,-0.1765247519439569,-0.08552179656658444,-0.17988309617737638,-0.1444968844500318,-0.13443555901031912,-0.1243688446803498,-0.09269842515847608,-0.14207855044733875,-0.14274862909963035,-0.16269567336821464,-0.13789365910236742,0.0148270945298409
-0.1752759270942016,-0.2800411084501488,-0.17166986754321323,-0.0341895694030246,-0.1797577576421492,-0.138001510382372,-0.14002866285198767,-0.13205909092454224,-0.11900907555903781,-0.11913274140653411,-0.11108640956578811,-0.13584984776597253,-0.10574578961011545,0.0319606821115151
0.15797471059813203,-0.06040896171947498,-0.010051803080126818,-0.08599569211567011,-0.01131866502228061,-0.10782553764384775,-0.10821986925909957,-0.10114828705190496,-0.14339443336960864,-0.07606329593334712,-0.04518470393256078,-0.0494574771773151,-0.04403216864232901,0.0054414869688611
-0.033670909803196376,-0.040331751143977024,-0.09376121684553773,-0.08566735101040913,-0.1255759240778199,-0.0981258986623238,-0.08978802651881054,-0.078955082906274,-0.1245251226463929,-0.13718728250070852,-0.14215681598523705,-0.1715720188335678,-0.13569501905085307,0.0027338766535378
-0.17249010532371284,-0.15618544530656978,-0.14155278085089543,-0.0682507773854201,-0.1591729302639163,-0.12778218086807325,-0.13233727111082513,-0.12695378027284762,-0.14406134695363917,-0.07431527438531395,-0.07713711296199144,-0.08838421944549882,-0.07445837572364038,0.0061012972155454
-0.1322521384753211,-0.1908939153960958,-0.15408411989570459,-0.08599569211567011,-0.1461788222187015,-0.10955138392377889,-0.1147152321248629,-0.11038657219355785,-0.14462879331884543,-0.089919648929047,-0.09491390791026946,-0.12511920150103065,-0.08881723076927364,0.0091879624244469
-0.19243963550881518,-0.2887690546399848,-0.18147213828518757,-0.06952382420882505,-0.17816948620305068,-0.13061615206937097,-0.13530243455933935,-0.12589857125480253,-0.13198159864185846,-0.10240336080744018,-0.10509769641893826,-0.1304833630365834,-0.09971441516758361,0.0103355981829924
-0.12237223212348121,0.08276174194712556,-0.051740611561713286,-0.06319131275009865,-0.03349883264349275,0.01834485635695532,-0.027304891906440566,-0.04770499496719329,0.32756573101307473,-0.09112118160532091,-0.093626886879287,-0.17930664869217872,-0.0780926568670277,0.0037197488275378
-0.20501402580702202,-0.28467042782106916,-0.19231027926796623,-0.08361668310769192,-0.1841912965429962,-0.14385643361330766,-0.1467538662760485,-0.13411915037577693,-0.1538547049145718,-0.14673736436906096,-0.1386407501100424,-0.1557287182117122,-0.13431633240288857,0.0310759126399015
-0.20913960346235194,-0.3053455002991367,-0.18138537146009398,-0.08599569211567011,-0.19182115255693685,-0.13905872671478317,-0.15135013916382303,-0.13761479677174232,-0.15517963696461873,-0.16396109457714858,-0.16125154901055871,-0.1775754212772608,-0.1568181369408815,0.0075671082531515
-0.18170417925509935,0.0626846031607876,-0.0866559930673487,-0.06606087718108895,-0.08156030150554526,-0.05498150503540379,-0.10584203327406028,-0.10073555097234484,-0.06916433004648406,-0.14379683445516278,-0.14955415050137105,-0.0826103993255653,-0.15943074884890487,0.0125864417231515
-0.1873603941760102,-0.25591475137376907,-0.17769351675774656,-0.08353557878608976,-0.17670913533724406,-0.12477777898677604,-0.13188999534372214,-0.11980750016155688,-0.1497544967753105,-0.12543085420494254,-0.1233387947761801,-0.15437387305303732,-0.11680007397329444,0.0134719498643333
