Cash,AccountsReceivable,TotalCurrentAssets,OtherCurrentAssets,TotalAssets,AccountsPayable,OperatingRevenue,OperatingCost,SellingExpenses,OperatingProfit,TotalProfit,IncomeTax,NetProfit,Variance
-0.1287714012152565,-0.16493565045295855,-0.14716908303309248,-0.07979933458289037,-0.13707771034501887,-0.08212237346213179,-0.09571653585225738,-0.09045355395869654,-0.10695881355887875,-0.06090843349974668,-0.05765355797303554,-0.06853658796364141,-0.05524294200922595,0.076567473701606
-0.06377974278496852,-0.1334471207671452,0.08082967672537547,0.010404885110493254,0.0025314547068000714,-0.05280516213562056,0.43864581730270147,0.49673528616583557,0.05446653128934738,0.024900358225548792,0.023855313684069877,0.031939376331744006,0.0221723256626681,0.0127484073802045
-0.1929895096941905,-0.2933740067382428,-0.1901858402960771,-0.06569147572163028,-0.18793894645258902,-0.1443119877221886,-0.1460783776424639,-0.1341065316896793,-0.14856448751571671,-0.13820822708639283,-0.1398950635841781,-0.1586607815265732,-0.13527154028290092,0.0584678850442651
-0.05314824356646013,-0.23404292505375268,-0.11802065567398154,-0.08599569211567011,-0.13794461708881298,-0.11845124898301276,-0.12460199708404696,-0.11456257739846142,-0.1465183096996761,-0.08978195669018556,-0.09106663383757307,-0.11375923399522517,-0.08629058761691324,0.0119000437269
0.03127971303849577,-0.1540831275899097,-0.08969140061626021,-0.08304591482186334,-0.07498063012218094,-0.10594087256793731,-0.09715575018771856,-0.0990361564309386,-0.12690467677556652,-0.0554168070389506,-0.059368989687892275,-0.12796734128108236,-0.047107288033947675,0.0265715262534545
-0.12403762447643765,0.0014992394233020229,-0.07736271632540438,-0.0674061029102428,-0.03406927351244695,-0.04061944031991729,-0.048432941753317395,-0.052334622279870936,0.163919353135504,-0.20439414022728986,-0.20713822465251183,-0.17519038941924825,-0.2104434660525651,0.0290467518009318
-0.12714632398933567,-0.2362003689366644,-0.12984584747375685,0.020322728040475906,-0.1509740437770956,-0.1408139376939371,-0.12567431564135742,-0.1123585860742543,-0.1485524883512165,-0.1115414050141969,-0.11399755525234956,-0.14287837827774888,-0.10792466421590723,0.0049770221842045
-0.19135117027867615,-0.2342244792276002,-0.17577522546682708,-0.08152298775237198,-0.16536430870461077,-0.13790896870935365,-0.13298754238737154,-0.12402784351689777,-0.11660728316432227,-0.11750312005775801,-0.12046823843952824,-0.14358873113466444,-0.11530828720250487,0.0047047285812954
-0.08459327237873406,-0.18608006919897568,0.06295632228954069,-0.050550436873511996,-0.0034601874315527232,-0.11321036978227834,-0.06227610915528086,-0.10825998377380394,0.07960659726349484,0.4313725177941607,0.41837000593708973,0.3830550306996067,0.4199077893366953,0.0111378579456969
-0.15202371733814107,-0.28302082197633105,-0.17863796840052468,-0.08599569211567011,-0.18521939079277486,-0.14402466856654983,-0.14430957552387785,-0.1337082723225626,-0.13624798559203835,-0.1295970132015484,-0.13023650008505408,-0.15078025841590662,-0.1254122192456502,0.0236662675523
-0.00340613764956199,-0.22015653138102712,-0.09516043363833218,-0.08289622092302336,-0.12502934388680895,-0.11339168867863711,-0.10394530092721796,-0.10001685185343583,-0.07348678376478901,-0.10930517084863205,-0.11034019275084644,-0.15255591096247778,-0.1020341269960888,0.0405690352322192
-0.1754970788008201,-0.23534777950652522,-0.16937225430927103,-0.08599569211567011,-0.17521157764526754,-0.12340087936249947,-0.14084336536874317,-0.12918947338626874,-0.13867360299765424,-0.1430586402891251,-0.1431099496853379,-0.16103860733778322,-0.1385950295591573,0.0255903713128787
-0.1983008299883867,-0.2165623132325502,-0.16793157821581559,-0.04997388775731113,-0.15643884185382145,-0.11848355985390456,-0.13313473934395248,-0.12116197765430063,-0.14313961105807405,-0.1695687007360203,-0.14277091806137227,-0.1692379728626638,-0.13680490026552805,0.0220717968871742
-0.0021058100890395145,-0.23235851104414323,-0.07264881138270657,0.04795916431697157,-0.08430823145193435,-0.09541287883204157,-0.03504657958926325,-0.06650330014593259,0.16334033696850264,0.24355315264838404,0.24594233656537612,0.25519960943632114,0.24171027100528483,0.0131404257477196
